tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
4/3/2020,HARAPAN,0,0,0,0
4/4/2020,HARAPAN,0,0,0,0
4/5/2020,HARAPAN,0,0,0,0
4/6/2020,HARAPAN,2,1,0,2
4/7/2020,HARAPAN,1,0,0,0
4/8/2020,HARAPAN,0,0,0,0
4/9/2020,HARAPAN,1,2,7,7
4/10/2020,HARAPAN,0,0,0,0
4/11/2020,HARAPAN,1,1,1,0
4/12/2020,HARAPAN,0,0,0,0
4/13/2020,HARAPAN,1,1,0,0
4/14/2020,HARAPAN,1,1,0,3
4/15/2020,HARAPAN,1,1,0,0
4/16/2020,HARAPAN,1,0,9,0
4/17/2020,HARAPAN,0,0,0,0
4/18/2020,HARAPAN,0,0,0,0
4/19/2020,HARAPAN,0,0,0,0
4/20/2020,HARAPAN,3,3,5,7
4/21/2020,HARAPAN,1,2,6,0
4/22/2020,HARAPAN,2,3,6,9
4/23/2020,HARAPAN,1,1,0,0
4/24/2020,HARAPAN,1,1,2,0
4/25/2020,HARAPAN,0,0,0,0
4/26/2020,HARAPAN,0,0,0,0
4/27/2020,HARAPAN,0,0,0,0
4/28/2020,HARAPAN,0,0,0,0
4/29/2020,HARAPAN,0,1,0,0
4/30/2020,HARAPAN,2,0,8,0
4/1/2020,SABIRA,0,0,1,4
4/2/2020,SABIRA,1,3,0,0
4/3/2020,SABIRA,0,0,0,0
4/4/2020,SABIRA,0,0,0,0
4/5/2020,SABIRA,0,0,0,0
4/6/2020,SABIRA,0,0,0,0
4/7/2020,SABIRA,0,1,0,3
4/8/2020,SABIRA,0,0,0,0
4/9/2020,SABIRA,0,1,0,4
4/10/2020,SABIRA,0,1,0,21
4/11/2020,SABIRA,1,0,21,0
4/12/2020,SABIRA,0,0,0,0
4/13/2020,SABIRA,0,0,0,0
4/14/2020,SABIRA,0,0,0,0
4/15/2020,SABIRA,0,1,0,9
4/16/2020,SABIRA,0,0,0,0
4/17/2020,SABIRA,1,1,15,15
4/18/2020,SABIRA,1,1,15,15
4/19/2020,SABIRA,0,0,0,0
4/20/2020,SABIRA,0,0,0,0
4/21/2020,SABIRA,0,0,0,0
4/22/2020,SABIRA,1,0,11,0
4/23/2020,SABIRA,0,0,0,0
4/24/2020,SABIRA,0,0,0,0
4/25/2020,SABIRA,0,0,0,0
4/26/2020,SABIRA,0,0,0,0
4/27/2020,SABIRA,0,0,0,0
4/28/2020,SABIRA,0,0,0,0
4/29/2020,SABIRA,0,0,0,0
4/30/2020,SABIRA,0,0,0,0
5/1/2020,MUARA ANGKE,0,1,0,0
5/2/2020,MUARA ANGKE,1,0,0,0
5/3/2020,MUARA ANGKE,0,1,0,4
5/4/2020,MUARA ANGKE,1,0,2,0
5/5/2020,MUARA ANGKE,0,1,0,1
5/6/2020,MUARA ANGKE,1,0,0,0
5/7/2020,MUARA ANGKE,0,1,0,4
5/8/2020,MUARA ANGKE,0,0,0,0
5/9/2020,MUARA ANGKE,1,0,0,0
5/10/2020,MUARA ANGKE,0,1,0,4
5/11/2020,MUARA ANGKE,1,0,2,0
5/12/2020,MUARA ANGKE,0,1,0,0
5/13/2020,MUARA ANGKE,1,0,0,0
5/14/2020,MUARA ANGKE,0,1,0,11
5/15/2020,MUARA ANGKE,0,0,0,0
5/16/2020,MUARA ANGKE,1,0,4,0
5/17/2020,MUARA ANGKE,0,3,0,4
5/18/2020,MUARA ANGKE,3,3,16,5
5/19/2020,MUARA ANGKE,0,1,0,5
5/20/2020,MUARA ANGKE,1,0,1,0
5/21/2020,MUARA ANGKE,0,1,0,5
5/22/2020,MUARA ANGKE,1,0,5,0
5/23/2020,MUARA ANGKE,0,1,0,0
5/24/2020,MUARA ANGKE,0,0,0,0
5/25/2020,MUARA ANGKE,1,0,4,0
5/26/2020,MUARA ANGKE,0,1,0,52
5/27/2020,MUARA ANGKE,1,0,4,0
5/28/2020,MUARA ANGKE,0,1,0,47
5/29/2020,MUARA ANGKE,0,0,0,0
5/30/2020,MUARA ANGKE,1,0,13,0
5/31/2020,MUARA ANGKE,0,1,0,31
5/1/2020,MARINA ANCOL,0,0,0,0
5/2/2020,MARINA ANCOL,0,0,0,0
5/3/2020,MARINA ANCOL,0,0,0,0
5/4/2020,MARINA ANCOL,0,0,0,0
5/5/2020,MARINA ANCOL,2,2,40,34
5/6/2020,MARINA ANCOL,0,0,0,0
5/7/2020,MARINA ANCOL,0,0,0,0
5/8/2020,MARINA ANCOL,0,0,0,0
5/9/2020,MARINA ANCOL,0,0,0,0
5/10/2020,MARINA ANCOL,0,0,0,0
5/11/2020,MARINA ANCOL,0,0,0,0
5/12/2020,MARINA ANCOL,2,2,57,48
5/13/2020,MARINA ANCOL,0,0,0,0
5/14/2020,MARINA ANCOL,0,0,0,0
5/15/2020,MARINA ANCOL,0,0,0,0
5/16/2020,MARINA ANCOL,0,0,0,0
5/17/2020,MARINA ANCOL,0,0,0,0
5/18/2020,MARINA ANCOL,0,0,0,0
5/19/2020,MARINA ANCOL,2,2,44,46
5/20/2020,MARINA ANCOL,0,0,0,0
5/21/2020,MARINA ANCOL,0,0,0,0
5/22/2020,MARINA ANCOL,0,0,0,0
5/23/2020,MARINA ANCOL,0,0,0,0
5/24/2020,MARINA ANCOL,0,0,0,0
5/25/2020,MARINA ANCOL,0,0,0,0
5/26/2020,MARINA ANCOL,2,2,62,44
5/27/2020,MARINA ANCOL,0,0,0,0
5/28/2020,MARINA ANCOL,0,0,0,0
5/29/2020,MARINA ANCOL,0,0,0,0
5/30/2020,MARINA ANCOL,0,0,0,0
5/31/2020,MARINA ANCOL,0,0,0,0
5/1/2020,UNTUNG JAWA,2,2,0,0
5/2/2020,UNTUNG JAWA,3,3,0,0
5/3/2020,UNTUNG JAWA,2,2,4,0
5/4/2020,UNTUNG JAWA,3,3,1,0
5/5/2020,UNTUNG JAWA,4,4,2,0
5/6/2020,UNTUNG JAWA,2,2,0,0
5/7/2020,UNTUNG JAWA,3,3,0,0
5/8/2020,UNTUNG JAWA,2,2,1,0
5/9/2020,UNTUNG JAWA,3,3,0,0
5/10/2020,UNTUNG JAWA,2,2,0,0
5/11/2020,UNTUNG JAWA,3,3,7,0
5/12/2020,UNTUNG JAWA,4,4,4,0
5/13/2020,UNTUNG JAWA,2,2,2,0
5/14/2020,UNTUNG JAWA,4,4,7,0
5/15/2020,UNTUNG JAWA,1,1,0,0
5/16/2020,UNTUNG JAWA,4,4,1,0
5/17/2020,UNTUNG JAWA,2,2,0,0
5/18/2020,UNTUNG JAWA,5,5,5,0
5/19/2020,UNTUNG JAWA,6,6,32,0
5/20/2020,UNTUNG JAWA,3,3,0,0
5/21/2020,UNTUNG JAWA,3,3,0,0
5/22/2020,UNTUNG JAWA,3,3,0,0
5/23/2020,UNTUNG JAWA,3,3,0,0
5/24/2020,UNTUNG JAWA,0,0,0,0
5/25/2020,UNTUNG JAWA,3,3,1,0
5/26/2020,UNTUNG JAWA,5,5,30,0
5/27/2020,UNTUNG JAWA,3,3,0,0
5/28/2020,UNTUNG JAWA,4,4,16,0
5/29/2020,UNTUNG JAWA,2,2,0,0
5/30/2020,UNTUNG JAWA,3,3,10,0
5/31/2020,UNTUNG JAWA,2,2,0,0
5/1/2020,LANCANG,2,2,0,0
5/2/2020,LANCANG,2,2,0,1
5/3/2020,LANCANG,2,2,0,0
5/4/2020,LANCANG,2,2,0,0
5/5/2020,LANCANG,2,2,5,2
5/6/2020,LANCANG,2,2,3,3
5/7/2020,LANCANG,2,2,3,0
5/8/2020,LANCANG,2,2,1,0
5/9/2020,LANCANG,2,2,3,2
5/10/2020,LANCANG,2,2,1,4
5/11/2020,LANCANG,2,2,0,2
5/12/2020,LANCANG,2,2,4,0
5/13/2020,LANCANG,2,2,1,1
5/14/2020,LANCANG,2,2,8,6
5/15/2020,LANCANG,2,2,4,1
5/16/2020,LANCANG,2,2,4,4
5/17/2020,LANCANG,2,2,6,4
5/18/2020,LANCANG,2,2,8,6
5/19/2020,LANCANG,2,2,7,11
5/20/2020,LANCANG,2,2,9,6
5/21/2020,LANCANG,2,2,9,9
5/22/2020,LANCANG,2,2,11,9
5/23/2020,LANCANG,2,2,11,15
5/24/2020,LANCANG,2,2,17,23
5/25/2020,LANCANG,2,2,47,56
5/26/2020,LANCANG,2,2,28,41
5/27/2020,LANCANG,2,2,15,32
5/28/2020,LANCANG,2,2,4,11
5/29/2020,LANCANG,2,2,8,10
5/30/2020,LANCANG,2,2,15,32
5/31/2020,LANCANG,2,2,11,15
5/1/2020,PARI,0,0,0,0
5/2/2020,PARI,1,1,0,0
5/3/2020,PARI,0,0,0,0
5/4/2020,PARI,1,1,3,0
5/5/2020,PARI,0,0,0,0
5/6/2020,PARI,1,1,0,0
5/7/2020,PARI,0,0,0,0
5/8/2020,PARI,1,1,0,0
5/9/2020,PARI,0,0,0,0
5/10/2020,PARI,1,1,2,0
5/11/2020,PARI,0,0,0,0
5/12/2020,PARI,2,3,1,3
5/13/2020,PARI,0,0,0,0
5/14/2020,PARI,1,1,2,4
5/15/2020,PARI,0,0,0,0
5/16/2020,PARI,1,1,2,5
5/17/2020,PARI,0,0,0,0
5/18/2020,PARI,1,1,3,7
5/19/2020,PARI,1,1,1,0
5/20/2020,PARI,1,1,4,1
5/21/2020,PARI,0,0,0,0
5/22/2020,PARI,1,1,3,2
5/23/2020,PARI,0,0,0,0
5/24/2020,PARI,0,0,0,0
5/25/2020,PARI,0,0,0,0
5/26/2020,PARI,1,1,1,6
5/27/2020,PARI,1,1,12,3
5/28/2020,PARI,0,1,1,0
5/29/2020,PARI,1,1,13,13
5/30/2020,PARI,0,1,0,1
5/31/2020,PARI,1,1,11,10
5/1/2020,TIDUNG/PAYUNG,1,1,2,0
5/2/2020,TIDUNG/PAYUNG,1,1,0,0
5/3/2020,TIDUNG/PAYUNG,1,1,0,0
5/4/2020,TIDUNG/PAYUNG,1,1,1,0
5/5/2020,TIDUNG/PAYUNG,2,2,13,14
5/6/2020,TIDUNG/PAYUNG,1,1,5,1
5/7/2020,TIDUNG/PAYUNG,1,1,3,8
5/8/2020,TIDUNG/PAYUNG,1,1,1,1
5/9/2020,TIDUNG/PAYUNG,1,1,3,4
5/10/2020,TIDUNG/PAYUNG,1,1,1,1
5/11/2020,TIDUNG/PAYUNG,1,1,0,0
5/12/2020,TIDUNG/PAYUNG,2,2,13,15
5/13/2020,TIDUNG/PAYUNG,1,1,4,4
5/14/2020,TIDUNG/PAYUNG,1,1,1,3
5/15/2020,TIDUNG/PAYUNG,1,1,3,3
5/16/2020,TIDUNG/PAYUNG,1,1,3,1
5/17/2020,TIDUNG/PAYUNG,1,1,2,2
5/18/2020,TIDUNG/PAYUNG,1,1,2,2
5/19/2020,TIDUNG/PAYUNG,2,2,12,10
5/20/2020,TIDUNG/PAYUNG,1,1,2,3
5/21/2020,TIDUNG/PAYUNG,1,1,2,4
5/22/2020,TIDUNG/PAYUNG,1,1,4,0
5/23/2020,TIDUNG/PAYUNG,1,1,2,6
5/24/2020,TIDUNG/PAYUNG,0,0,0,0
5/25/2020,TIDUNG/PAYUNG,0,0,0,0
5/26/2020,TIDUNG/PAYUNG,2,2,15,13
5/27/2020,TIDUNG/PAYUNG,1,1,5,5
5/28/2020,TIDUNG/PAYUNG,1,1,3,0
5/29/2020,TIDUNG/PAYUNG,1,1,3,4
5/30/2020,TIDUNG/PAYUNG,1,1,3,0
5/31/2020,TIDUNG/PAYUNG,1,1,3,4
5/1/2020,PRAMUKA/PANGGANG,1,2,0,0
5/2/2020,PRAMUKA/PANGGANG,0,1,0,0
5/3/2020,PRAMUKA/PANGGANG,1,0,0,0
5/4/2020,PRAMUKA/PANGGANG,0,1,0,3
5/5/2020,PRAMUKA/PANGGANG,5,4,6,30
5/6/2020,PRAMUKA/PANGGANG,1,2,0,0
5/7/2020,PRAMUKA/PANGGANG,1,0,2,0
5/8/2020,PRAMUKA/PANGGANG,0,0,0,0
5/9/2020,PRAMUKA/PANGGANG,1,1,0,0
5/10/2020,PRAMUKA/PANGGANG,1,0,2,0
5/11/2020,PRAMUKA/PANGGANG,0,1,0,0
5/12/2020,PRAMUKA/PANGGANG,2,2,17,25
5/13/2020,PRAMUKA/PANGGANG,1,2,0,0
5/14/2020,PRAMUKA/PANGGANG,1,0,9,0
5/15/2020,PRAMUKA/PANGGANG,0,0,0,0
5/16/2020,PRAMUKA/PANGGANG,0,0,0,0
5/17/2020,PRAMUKA/PANGGANG,3,3,1,0
5/18/2020,PRAMUKA/PANGGANG,0,1,0,4
5/19/2020,PRAMUKA/PANGGANG,3,3,28,28
5/20/2020,PRAMUKA/PANGGANG,0,0,0,0
5/21/2020,PRAMUKA/PANGGANG,4,4,10,0
5/22/2020,PRAMUKA/PANGGANG,0,1,0,2
5/23/2020,PRAMUKA/PANGGANG,2,1,4,0
5/24/2020,PRAMUKA/PANGGANG,0,1,0,3
5/25/2020,PRAMUKA/PANGGANG,1,1,1,2
5/26/2020,PRAMUKA/PANGGANG,3,3,48,26
5/27/2020,PRAMUKA/PANGGANG,0,1,0,5
5/28/2020,PRAMUKA/PANGGANG,2,2,18,25
5/29/2020,PRAMUKA/PANGGANG,0,0,0,0
5/30/2020,PRAMUKA/PANGGANG,0,1,0,2
5/31/2020,PRAMUKA/PANGGANG,1,0,4,0
5/1/2020,KELAPA,1,2,0,0
5/2/2020,KELAPA,2,1,0,0
5/3/2020,KELAPA,1,2,0,0
5/4/2020,KELAPA,1,1,0,0
5/5/2020,KELAPA,3,2,8,14
5/6/2020,KELAPA,1,3,0,0
5/7/2020,KELAPA,3,1,0,0
5/8/2020,KELAPA,3,3,3,3
5/9/2020,KELAPA,1,2,0,0
5/10/2020,KELAPA,2,2,0,0
5/11/2020,KELAPA,2,3,0,0
5/12/2020,KELAPA,3,3,7,15
5/13/2020,KELAPA,3,3,0,0
5/14/2020,KELAPA,2,3,0,0
5/15/2020,KELAPA,2,1,0,0
5/16/2020,KELAPA,2,3,0,0
5/17/2020,KELAPA,5,3,6,10
5/18/2020,KELAPA,1,3,0,6
5/19/2020,KELAPA,4,3,14,8
5/20/2020,KELAPA,2,3,0,11
5/21/2020,KELAPA,3,3,7,0
5/22/2020,KELAPA,2,4,0,2
5/23/2020,KELAPA,1,2,0,0
5/24/2020,KELAPA,2,2,22,22
5/25/2020,KELAPA,0,1,0,3
5/26/2020,KELAPA,3,1,60,13
5/27/2020,KELAPA,1,2,0,2
5/28/2020,KELAPA,3,1,40,0
5/29/2020,KELAPA,1,3,1,0
5/30/2020,KELAPA,2,3,0,13
5/31/2020,KELAPA,3,2,34,0
5/1/2020,HARAPAN,0,1,0,8
5/2/2020,HARAPAN,0,0,0,0
5/3/2020,HARAPAN,0,0,0,0
5/4/2020,HARAPAN,0,0,0,0
5/5/2020,HARAPAN,0,1,0,0
5/6/2020,HARAPAN,1,2,5,5
5/7/2020,HARAPAN,0,0,0,0
5/8/2020,HARAPAN,2,2,11,10
5/9/2020,HARAPAN,0,0,0,0
5/10/2020,HARAPAN,0,0,0,0
5/11/2020,HARAPAN,1,0,0,0
5/12/2020,HARAPAN,0,1,0,0
5/13/2020,HARAPAN,1,1,0,0
5/14/2020,HARAPAN,1,1,0,0
5/15/2020,HARAPAN,3,2,12,5
5/16/2020,HARAPAN,0,0,0,0
5/17/2020,HARAPAN,0,0,0,0
5/18/2020,HARAPAN,0,0,0,0
5/19/2020,HARAPAN,1,1,0,0
5/20/2020,HARAPAN,3,3,10,8
5/21/2020,HARAPAN,3,2,8,5
5/22/2020,HARAPAN,1,3,5,7
5/23/2020,HARAPAN,0,0,0,0
5/24/2020,HARAPAN,0,0,0,0
5/25/2020,HARAPAN,0,0,0,0
5/26/2020,HARAPAN,0,0,0,0
5/27/2020,HARAPAN,3,3,28,27
5/28/2020,HARAPAN,0,0,0,0
5/29/2020,HARAPAN,2,2,8,6
5/30/2020,HARAPAN,0,0,0,0
5/31/2020,HARAPAN,0,0,0,0
5/1/2020,SABIRA,0,0,0,0
5/2/2020,SABIRA,0,0,0,0
5/3/2020,SABIRA,0,0,0,0
5/4/2020,SABIRA,0,0,0,0
5/5/2020,SABIRA,0,0,0,0
5/6/2020,SABIRA,0,0,0,0
5/7/2020,SABIRA,0,0,0,0
5/8/2020,SABIRA,0,0,0,0
5/9/2020,SABIRA,0,0,0,0
5/10/2020,SABIRA,0,1,0,0
5/11/2020,SABIRA,0,0,0,0
5/12/2020,SABIRA,0,0,0,0
5/13/2020,SABIRA,0,2,0,0
5/14/2020,SABIRA,0,0,0,0
5/15/2020,SABIRA,0,0,0,0
5/16/2020,SABIRA,0,0,0,0
5/17/2020,SABIRA,0,0,0,0
5/18/2020,SABIRA,0,0,0,0
5/19/2020,SABIRA,0,0,0,0
5/20/2020,SABIRA,0,0,0,0
5/21/2020,SABIRA,1,3,0,0
5/22/2020,SABIRA,1,0,0,0
5/23/2020,SABIRA,0,0,0,0
5/24/2020,SABIRA,0,0,0,0
5/25/2020,SABIRA,0,0,0,0
5/26/2020,SABIRA,0,0,0,0
5/27/2020,SABIRA,1,2,20,40
5/28/2020,SABIRA,1,0,18,0
5/29/2020,SABIRA,0,0,0,0
5/30/2020,SABIRA,0,0,0,0
5/31/2020,SABIRA,0,0,0,0
6/1/2020,MUARA ANGKE,1,0,9,0
6/2/2020,MUARA ANGKE,0,1,0,22
6/3/2020,MUARA ANGKE,1,0,11,0
6/4/2020,MUARA ANGKE,0,1,0,44
6/5/2020,MUARA ANGKE,0,0,0,0
6/6/2020,MUARA ANGKE,0,0,0,0
6/7/2020,MUARA ANGKE,0,0,0,0
6/8/2020,MUARA ANGKE,3,3,43,42
6/9/2020,MUARA ANGKE,3,5,38,57
6/10/2020,MUARA ANGKE,5,4,33,45
6/11/2020,MUARA ANGKE,5,4,38,62
6/12/2020,MUARA ANGKE,4,4,48,57
6/13/2020,MUARA ANGKE,4,4,133,62
6/14/2020,MUARA ANGKE,3,4,72,123
6/15/2020,MUARA ANGKE,4,3,100,66
6/16/2020,MUARA ANGKE,3,4,56,62
6/17/2020,MUARA ANGKE,5,3,95,73
6/18/2020,MUARA ANGKE,3,6,53,117
6/19/2020,MUARA ANGKE,5,7,81,84
6/20/2020,MUARA ANGKE,9,6,421,84
6/21/2020,MUARA ANGKE,4,7,133,267
6/22/2020,MUARA ANGKE,7,3,110,126
6/23/2020,MUARA ANGKE,3,5,92,141
6/24/2020,MUARA ANGKE,6,4,110,76
6/25/2020,MUARA ANGKE,4,5,113,111
6/26/2020,MUARA ANGKE,4,11,217,133
6/27/2020,MUARA ANGKE,11,6,645,131
6/28/2020,MUARA ANGKE,6,12,167,640
6/29/2020,MUARA ANGKE,7,6,236,228
6/30/2020,MUARA ANGKE,2,3,47,54
6/1/2020,MARINA ANCOL,0,0,0,0
6/2/2020,MARINA ANCOL,1,1,31,25
6/3/2020,MARINA ANCOL,0,0,0,0
6/4/2020,MARINA ANCOL,0,0,0,0
6/5/2020,MARINA ANCOL,0,0,0,0
6/6/2020,MARINA ANCOL,0,0,0,0
6/7/2020,MARINA ANCOL,0,0,0,0
6/8/2020,MARINA ANCOL,0,0,0,0
6/9/2020,MARINA ANCOL,0,0,0,0
6/10/2020,MARINA ANCOL,0,0,0,0
6/11/2020,MARINA ANCOL,0,0,0,0
6/12/2020,MARINA ANCOL,0,0,0,0
6/13/2020,MARINA ANCOL,0,0,0,0
6/14/2020,MARINA ANCOL,0,0,0,0
6/15/2020,MARINA ANCOL,0,0,0,0
6/16/2020,MARINA ANCOL,0,0,0,0
6/17/2020,MARINA ANCOL,0,0,0,0
6/18/2020,MARINA ANCOL,0,0,0,0
6/19/2020,MARINA ANCOL,0,0,0,0
6/20/2020,MARINA ANCOL,0,0,0,0
6/21/2020,MARINA ANCOL,0,0,0,0
6/22/2020,MARINA ANCOL,0,0,0,0
6/23/2020,MARINA ANCOL,0,0,0,0
6/24/2020,MARINA ANCOL,0,0,0,0
6/25/2020,MARINA ANCOL,0,0,0,0
6/26/2020,MARINA ANCOL,0,0,0,0
6/27/2020,MARINA ANCOL,0,0,0,0
6/28/2020,MARINA ANCOL,0,0,0,0
6/29/2020,MARINA ANCOL,0,0,0,0
6/30/2020,MARINA ANCOL,0,0,0,0
6/1/2020,UNTUNG JAWA,3,3,16,11
6/2/2020,UNTUNG JAWA,4,4,5,15
6/3/2020,UNTUNG JAWA,2,2,0,0
6/4/2020,UNTUNG JAWA,3,3,16,14
6/5/2020,UNTUNG JAWA,1,1,0,0
6/6/2020,UNTUNG JAWA,2,2,22,13
6/7/2020,UNTUNG JAWA,1,1,1,0
6/8/2020,UNTUNG JAWA,5,5,26,19
6/9/2020,UNTUNG JAWA,4,4,0,1
6/10/2020,UNTUNG JAWA,4,4,0,0
6/11/2020,UNTUNG JAWA,6,6,27,13
6/12/2020,UNTUNG JAWA,5,5,6,1
6/13/2020,UNTUNG JAWA,21,21,399,380
6/14/2020,UNTUNG JAWA,42,37,1270,1157
6/15/2020,UNTUNG JAWA,12,12,241,181
6/16/2020,UNTUNG JAWA,11,12,196,152
6/17/2020,UNTUNG JAWA,13,13,193,194
6/18/2020,UNTUNG JAWA,14,14,222,215
6/19/2020,UNTUNG JAWA,11,11,125,136
6/20/2020,UNTUNG JAWA,22,22,419,412
6/21/2020,UNTUNG JAWA,29,28,882,703
6/22/2020,UNTUNG JAWA,14,14,246,235
6/23/2020,UNTUNG JAWA,12,12,165,187
6/24/2020,UNTUNG JAWA,13,13,202,224
6/25/2020,UNTUNG JAWA,14,14,126,137
6/26/2020,UNTUNG JAWA,13,13,152,127
6/27/2020,UNTUNG JAWA,22,22,522,542
6/28/2020,UNTUNG JAWA,37,37,1031,997
6/29/2020,UNTUNG JAWA,15,15,288,232
6/30/2020,UNTUNG JAWA,16,16,307,280
6/1/2020,LANCANG,2,2,10,11
6/2/2020,LANCANG,2,2,22,23
6/3/2020,LANCANG,2,2,6,14
6/4/2020,LANCANG,2,2,10,14
6/5/2020,LANCANG,2,2,17,27
6/6/2020,LANCANG,2,2,27,56
6/7/2020,LANCANG,2,2,19,35
6/8/2020,LANCANG,2,2,20,30
6/9/2020,LANCANG,2,2,13,16
6/10/2020,LANCANG,3,3,16,32
6/11/2020,LANCANG,4,4,17,23
6/12/2020,LANCANG,4,4,25,45
6/13/2020,LANCANG,5,5,58,100
6/14/2020,LANCANG,5,5,86,62
6/15/2020,LANCANG,5,5,37,63
6/16/2020,LANCANG,5,5,44,70
6/17/2020,LANCANG,5,5,56,58
6/18/2020,LANCANG,5,5,56,36
6/19/2020,LANCANG,5,5,38,54
6/20/2020,LANCANG,5,5,68,185
6/21/2020,LANCANG,5,5,108,132
6/22/2020,LANCANG,5,5,103,76
6/23/2020,LANCANG,5,5,62,51
6/24/2020,LANCANG,5,5,48,54
6/25/2020,LANCANG,5,5,73,61
6/26/2020,LANCANG,5,5,68,99
6/27/2020,LANCANG,5,5,79,165
6/28/2020,LANCANG,5,5,113,65
6/29/2020,LANCANG,5,5,67,73
6/30/2020,LANCANG,5,5,57,52
6/1/2020,PARI,0,0,0,0
6/2/2020,PARI,2,2,22,17
6/3/2020,PARI,0,0,0,0
6/4/2020,PARI,1,1,8,12
6/5/2020,PARI,0,0,0,0
6/6/2020,PARI,1,1,17,15
6/7/2020,PARI,0,0,0,0
6/8/2020,PARI,2,2,20,16
6/9/2020,PARI,1,1,5,2
6/10/2020,PARI,2,2,10,13
6/11/2020,PARI,1,1,5,1
6/12/2020,PARI,2,2,6,8
6/13/2020,PARI,1,1,5,3
6/14/2020,PARI,2,2,20,10
6/15/2020,PARI,1,1,3,1
6/16/2020,PARI,2,2,15,10
6/17/2020,PARI,1,1,2,1
6/18/2020,PARI,1,1,4,3
6/19/2020,PARI,1,1,4,3
6/20/2020,PARI,1,1,9,11
6/21/2020,PARI,1,1,4,4
6/22/2020,PARI,2,2,22,17
6/23/2020,PARI,1,1,3,11
6/24/2020,PARI,2,2,13,15
6/25/2020,PARI,2,2,8,15
6/26/2020,PARI,4,3,32,56
6/27/2020,PARI,2,5,31,83
6/28/2020,PARI,5,5,193,157
6/29/2020,PARI,5,4,184,90
6/30/2020,PARI,3,3,56,68
6/1/2020,TIDUNG/PAYUNG,1,1,6,0
6/2/2020,TIDUNG/PAYUNG,1,1,4,2
6/3/2020,TIDUNG/PAYUNG,1,1,5,3
6/4/2020,TIDUNG/PAYUNG,1,1,4,0
6/5/2020,TIDUNG/PAYUNG,1,1,4,0
6/6/2020,TIDUNG/PAYUNG,1,1,0,3
6/7/2020,TIDUNG/PAYUNG,1,1,0,4
6/8/2020,TIDUNG/PAYUNG,3,3,19,15
6/9/2020,TIDUNG/PAYUNG,3,3,17,16
6/10/2020,TIDUNG/PAYUNG,3,3,4,12
6/11/2020,TIDUNG/PAYUNG,3,3,15,16
6/12/2020,TIDUNG/PAYUNG,3,3,27,33
6/13/2020,TIDUNG/PAYUNG,3,3,25,32
6/14/2020,TIDUNG/PAYUNG,3,3,28,15
6/15/2020,TIDUNG/PAYUNG,3,3,26,23
6/16/2020,TIDUNG/PAYUNG,3,3,18,15
6/17/2020,TIDUNG/PAYUNG,3,3,19,22
6/18/2020,TIDUNG/PAYUNG,3,3,10,17
6/19/2020,TIDUNG/PAYUNG,4,3,17,31
6/20/2020,TIDUNG/PAYUNG,4,4,29,56
6/21/2020,TIDUNG/PAYUNG,3,4,57,34
6/22/2020,TIDUNG/PAYUNG,4,3,26,29
6/23/2020,TIDUNG/PAYUNG,3,3,17,25
6/24/2020,TIDUNG/PAYUNG,3,3,23,29
6/25/2020,TIDUNG/PAYUNG,4,4,24,29
6/26/2020,TIDUNG/PAYUNG,3,4,23,28
6/27/2020,TIDUNG/PAYUNG,3,4,9,112
6/28/2020,TIDUNG/PAYUNG,4,3,112,31
6/29/2020,TIDUNG/PAYUNG,4,4,66,59
6/30/2020,TIDUNG/PAYUNG,4,4,25,70
6/1/2020,PRAMUKA/PANGGANG,3,2,3,3
6/2/2020,PRAMUKA/PANGGANG,3,1,6,2
6/3/2020,PRAMUKA/PANGGANG,0,2,0,0
6/4/2020,PRAMUKA/PANGGANG,2,3,1,0
6/5/2020,PRAMUKA/PANGGANG,1,2,2,0
6/6/2020,PRAMUKA/PANGGANG,2,2,2,0
6/7/2020,PRAMUKA/PANGGANG,1,3,0,0
6/8/2020,PRAMUKA/PANGGANG,2,1,9,4
6/9/2020,PRAMUKA/PANGGANG,4,4,38,46
6/10/2020,PRAMUKA/PANGGANG,5,5,20,19
6/11/2020,PRAMUKA/PANGGANG,4,6,18,22
6/12/2020,PRAMUKA/PANGGANG,6,5,54,34
6/13/2020,PRAMUKA/PANGGANG,3,5,16,64
6/14/2020,PRAMUKA/PANGGANG,5,5,54,28
6/15/2020,PRAMUKA/PANGGANG,3,4,38,47
6/16/2020,PRAMUKA/PANGGANG,4,3,41,39
6/17/2020,PRAMUKA/PANGGANG,3,4,35,51
6/18/2020,PRAMUKA/PANGGANG,5,3,37,25
6/19/2020,PRAMUKA/PANGGANG,4,4,32,44
6/20/2020,PRAMUKA/PANGGANG,6,10,52,237
6/21/2020,PRAMUKA/PANGGANG,5,5,161,54
6/22/2020,PRAMUKA/PANGGANG,3,4,27,41
6/23/2020,PRAMUKA/PANGGANG,4,3,77,16
6/24/2020,PRAMUKA/PANGGANG,4,5,39,30
6/25/2020,PRAMUKA/PANGGANG,5,4,79,60
6/26/2020,PRAMUKA/PANGGANG,4,4,98,172
6/27/2020,PRAMUKA/PANGGANG,4,5,80,176
6/28/2020,PRAMUKA/PANGGANG,7,5,241,59
6/29/2020,PRAMUKA/PANGGANG,5,4,62,142
6/30/2020,PRAMUKA/PANGGANG,3,4,67,55
6/1/2020,KELAPA,2,2,11,7
6/2/2020,KELAPA,1,1,0,3
